"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('May 2021', 'Quantity')","('May 2021', 'FOB (Baht)')","('Jan - May 2021', 'Quantity')","('Jan - May 2021', 'FOB (Baht)')"
JP,JAPAN,0,0,580,454367
KR,"KOREA,REPUBLIC OF",0,0,145,73627
MM,MYANMAR,0,0,44580,1076600
SG,SINGAPORE,0,0,360,72670
VN,VIETNAM,0,0,50,13922
SUM,SUM,0,0,45715,1691186
