"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Jun 2015', 'Quantity')","('Jun 2015', 'FOB (Baht)')","('Jan - Jun 2015', 'Quantity')","('Jan - Jun 2015', 'FOB (Baht)')"
ID,INDONESIA,500,45349,500,45349
JP,JAPAN,0,0,39150,1773125
SUM,SUM,500,45349,39650,1818474
