"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('May 2016', 'Quantity')","('May 2016', 'FOB (Baht)')","('Jan - May 2016', 'Quantity')","('Jan - May 2016', 'FOB (Baht)')"
CN,CHINA,0,0,2300,146446
HK,HONG KONG,0,0,670,92471
ID,INDONESIA,1500,109369,11500,780943
MY,MALAYSIA,0,0,25,2023
MM,MYANMAR,0,0,13000,479050
PH,PHILIPPINES,100,6358,350,20560
SG,SINGAPORE,34,1464,137,8777
VN,VIETNAM,0,0,3000,193649
SUM,SUM,1634,117191,30982,1723919
