"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Jun 2021', 'Quantity')","('Jun 2021', 'FOB (Baht)')","('Jan - Jun 2021', 'Quantity')","('Jan - Jun 2021', 'FOB (Baht)')"
AU,AUSTRALIA,16000,2255042,80000,10695706
CN,CHINA,1193290,16793483,7834315,92154812
IN,INDIA,34000,1457182,34000,1457182
ID,INDONESIA,1500,109063,4534,317922
JP,JAPAN,34025,1428684,617625,25442626
KR,"KOREA,REPUBLIC OF",4000,282167,22200,1536782
MY,MALAYSIA,0,0,900,97730
TR,TÜRKIYE,0,0,33000,2275020
VN,VIETNAM,19800,1603381,129800,9777077
SUM,SUM,1302615,23929002,8756374,143754857
