"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Jul 2021', 'Quantity')","('Jul 2021', 'FOB (Baht)')","('Jan - Jul 2021', 'Quantity')","('Jan - Jul 2021', 'FOB (Baht)')"
AU,AUSTRALIA,0,0,11,201
BD,BANGLADESH,32500,809366,32500,809366
BN,BRUNEI DARUSSALAM,0,0,12000,566813
CN,CHINA,0,0,133200,1396719
JP,JAPAN,209,6,334,6685
MY,MALAYSIA,25,1529,25,1529
PG,PAPUA NEW GUINEA,0,0,62,19636
SG,SINGAPORE,0,0,0,50
TW,"TAIWAN, PROVINCE OF CHINA",0,0,25,2116
TR,TÜRKIYE,7800,641799,66600,5030711
US,UNITED STATES,5100,454262,60667,4781303
VN,VIETNAM,10000,150832,353000,19924696
SUM,SUM,55634,2057794,658424,32539825
