"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Feb 2015', 'Quantity')","('Feb 2015', 'FOB (Baht)')","('Jan - Feb 2015', 'Quantity')","('Jan - Feb 2015', 'FOB (Baht)')"
AU,AUSTRALIA,325000,23917848,485170,37474157
AT,AUSTRIA,0,0,460,196207
BD,BANGLADESH,356400,21833814,356400,21833814
BE,BELGIUM,0,0,39600,3842440
KH,CAMBODIA,0,0,6000,358440
CN,CHINA,10138745,635997998,19008775,1188460575
CO,COLOMBIA,200,21612,200,21612
ET,ETHIOPIA,85000,2671610,85000,2671610
DE,GERMANY,19800,1211599,39650,2508093
HK,HONG KONG,41284,3545487,143484,10709712
IN,INDIA,915768,56991259,1815418,114345532
ID,INDONESIA,341975,21126548,624438,40461274
IE,IRELAND,0,0,875,179801
IT,ITALY,0,0,3500,157713
JP,JAPAN,3138400,177610607,5709680,340289564
KE,KENYA,0,0,25000,836730
KR,"KOREA,REPUBLIC OF",1568026,110235099,3392226,238171860
LA,LAO PDR,96000,2446900,96000,2446900
MY,MALAYSIA,169175,11692216,301725,21958836
NZ,NEW ZEALAND,23000,2141402,40900,3550354
PK,PAKISTAN,39600,2330416,39600,2330416
PH,PHILIPPINES,655300,26257400,929300,37840245
SG,SINGAPORE,257740,18055179,424390,29883302
LK,SRI LANKA,19800,1292317,35825,1688047
TW,"TAIWAN, PROVINCE OF CHINA",350000,19627987,739160,43349890
TZ,TANZANIA UNITED REPUBLIC OF,51000,1693856,102000,3400785
GB,UNITED KINGDOM,0,0,0,1054
US,UNITED STATES,25,15615,60025,5837496
VN,VIETNAM,349060,25080367,706360,49934510
SUM,SUM,18941298,1165797136,35211161,2204740969
