"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Jul 2020', 'Quantity')","('Jul 2020', 'FOB (Baht)')","('Jan - Jul 2020', 'Quantity')","('Jan - Jul 2020', 'FOB (Baht)')"
AU,AUSTRALIA,32000,4496548,182000,26071186
CN,CHINA,856530,5173534,3601150,23639754
IN,INDIA,0,0,189418,6676610
ID,INDONESIA,0,0,8000,565108
JP,JAPAN,144000,5583969,613625,25216162
KR,"KOREA,REPUBLIC OF",0,0,50,6500
LA,LAO PDR,0,0,3000,112326
MY,MALAYSIA,20000,862422,20000,862422
LK,SRI LANKA,0,0,25,8277
AE,UNITED ARAB EMIRATES,16,493,16,493
US,UNITED STATES,0,0,9600,1421590
VN,VIETNAM,0,0,2100,191403
SUM,SUM,1052546,16116966,4628984,84771831
