"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Jul 2019', 'Quantity')","('Jul 2019', 'FOB (Baht)')","('Jan - Jul 2019', 'Quantity')","('Jan - Jul 2019', 'FOB (Baht)')"
CN,CHINA,544710,8823536,571424,8947492
HK,HONG KONG,0,0,1,14823
ID,INDONESIA,0,0,5,2919
JP,JAPAN,0,0,1,31
LA,LAO PDR,5000,180838,38800,1491638
NZ,NEW ZEALAND,0,0,33,14386
SG,SINGAPORE,2,154,2202,122166
ES,SPAIN,0,0,130,12740
AE,UNITED ARAB EMIRATES,0,0,2,123
US,UNITED STATES,51,3089,51,3089
VN,VIETNAM,0,0,253,19327
SUM,SUM,549763,9007617,612902,10628734
