"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('May 2017', 'Quantity')","('May 2017', 'FOB (Baht)')","('Jan - May 2017', 'Quantity')","('Jan - May 2017', 'FOB (Baht)')"
IN,INDIA,1400,87026,1400,87026
JP,JAPAN,0,0,380,173034
MM,MYANMAR,500,20000,2100,84000
SUM,SUM,1900,107026,3880,344060
