"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('May 2012', 'Quantity')","('May 2012', 'FOB (Baht)')","('Jan - May 2012', 'Quantity')","('Jan - May 2012', 'FOB (Baht)')"
IN,INDIA,0,0,25393,1988825
MY,MALAYSIA,16300,1048423,16300,1048423
SUM,SUM,16300,1048423,41693,3037248
