"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('May 2021', 'Quantity')","('May 2021', 'FOB (Baht)')","('Jan - May 2021', 'Quantity')","('Jan - May 2021', 'FOB (Baht)')"
AT,AUSTRIA,50,3875,50,3875
KH,CAMBODIA,0,0,24,150
CN,CHINA,2,186,63,25750
DE,GERMANY,34,2635,37,2865
IN,INDIA,0,0,4,268
ES,SPAIN,0,0,5,383
US,UNITED STATES,75,5813,75,5844
SUM,SUM,161,12509,258,39135
