"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Mar 2023', 'Quantity')","('Mar 2023', 'FOB (Baht)')","('Jan - Mar 2023', 'Quantity')","('Jan - Mar 2023', 'FOB (Baht)')"
BD,BANGLADESH,0,0,12000,455560
CN,CHINA,1411624,7166171,3225698,16861068
DJ,DJIBOUTI,150000,716043,150000,716043
DE,GERMANY,618,21991,618,21991
HK,HONG KONG,0,0,15,9000
IN,INDIA,25000,119341,298900,9022503
JP,JAPAN,0,0,844,15019
KR,"KOREA,REPUBLIC OF",56000,267323,56000,267323
MY,MALAYSIA,0,0,517200,23047637
MM,MYANMAR,0,0,97,17043
SG,SINGAPORE,20,2500,20,2500
TW,"TAIWAN, PROVINCE OF CHINA",0,0,25823,117962
AE,UNITED ARAB EMIRATES,200,6240,200,6240
VN,VIETNAM,0,0,25900,981374
SUM,SUM,1643462,8299609,4313315,51541263
