"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Aug 2022', 'Quantity')","('Aug 2022', 'FOB (Baht)')","('Jan - Aug 2022', 'Quantity')","('Jan - Aug 2022', 'FOB (Baht)')"
AU,AUSTRALIA,16000,705473,80000,3461324
AT,AUSTRIA,32000,2125746,32000,2125746
BH,BAHRAIN,0,0,38700,1015297
CA,CANADA,0,0,16000,685937
CN,CHINA,0,0,2100,143672
IN,INDIA,0,0,445500,20305024
ID,INDONESIA,0,0,445500,21077996
IL,ISRAEL,0,0,1200,69973
JP,JAPAN,0,0,2250,120604
MY,MALAYSIA,2500,163724,28250,1251595
MM,MYANMAR,0,0,61440,2236185
ZA,SOUTH AFRICA,0,0,49300,2573160
US,UNITED STATES,2100,149221,9100,628129
VN,VIETNAM,1000,64048,1050,66160
SUM,SUM,53600,3208212,1212390,55760802
