"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Oct 2020', 'Quantity')","('Oct 2020', 'FOB (Baht)')","('Jan - Oct 2020', 'Quantity')","('Jan - Oct 2020', 'FOB (Baht)')"
AR,ARGENTINA,57000,4282822,449450,32218381
AU,AUSTRALIA,60930,4386290,738279,41775959
AT,AUSTRIA,0,0,1000,45818
BD,BANGLADESH,0,0,69500,1783638
KH,CAMBODIA,19000,767532,38000,1626374
CM,CAMEROON,0,0,37250,230554
CN,CHINA,7002781,98222526,91563997,1785186954
FJ,FIJI,18150,787263,28700,1118048
DE,GERMANY,0,0,1295,56029
GH,GHANA,97500,2089376,97500,2089376
HK,HONG KONG,78281,430074,364217,2869557
IN,INDIA,500250,13599053,3368085,83889780
ID,INDONESIA,220525,8001324,1389755,55437083
IE,IRELAND,0,0,1,90
IL,ISRAEL,0,0,600,40725
IT,ITALY,0,0,25,778
JP,JAPAN,33184,2674538,656103,30013000
KR,"KOREA,REPUBLIC OF",25,775,54907,4020737
LA,LAO PDR,7000,294000,56159,3253260
LU,LUXEMBOURG,0,0,200,3223
MY,MALAYSIA,47675,4970806,311096,28237852
MU,MAURITIUS,0,0,28000,877068
YT,MAYOTTE,0,0,1,150
MX,MEXICO,200,35236,200,35236
MM,MYANMAR,0,0,26524,1282240
NP,NEPAL,10550,1316530,38550,1733030
NZ,NEW ZEALAND,18910,1172790,179870,12754903
PK,PAKISTAN,15000,867085,41100,2527765
PH,PHILIPPINES,0,0,148645,8219898
SG,SINGAPORE,12050,1220045,143836,14693467
SI,SLOVENIA,0,0,1426090,35505958
ZA,SOUTH AFRICA,6700,427660,129050,9310865
LK,SRI LANKA,0,0,54511,2534000
CH,SWITZERLAND,0,0,27,317
TW,"TAIWAN, PROVINCE OF CHINA",185820,7107620,1754320,69178442
TG,TOGO,0,0,1000,158295
TR,TÜRKIYE,0,0,84250,5975840
UA,UKRAINE,0,0,2000,308275
AE,UNITED ARAB EMIRATES,500,71260,72800,4410217
GB,UNITED KINGDOM,0,0,27100,358424
US,UNITED STATES,2,218,18792,192117
VN,VIETNAM,48056,3712181,621690,44965889
SUM,SUM,8440089,156437004,104024475,2288919612
