"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Feb 2019', 'Quantity')","('Feb 2019', 'FOB (Baht)')","('Jan - Feb 2019', 'Quantity')","('Jan - Feb 2019', 'FOB (Baht)')"
CN,CHINA,8300,880444,18025,1977509
HK,HONG KONG,3000,157126,3000,157126
ID,INDONESIA,27200,3664034,40200,5507521
JP,JAPAN,0,0,100,9577
KR,"KOREA,REPUBLIC OF",24500,2380496,80500,8575436
LA,LAO PDR,12054,493254,25220,1094194
PK,PAKISTAN,16700,1391924,17200,1438309
PH,PHILIPPINES,18025,871434,32250,1765629
VN,VIETNAM,56000,2838412,80000,4072188
SUM,SUM,165779,12677124,296495,24597489
