"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Mar 2022', 'Quantity')","('Mar 2022', 'FOB (Baht)')","('Jan - Mar 2022', 'Quantity')","('Jan - Mar 2022', 'FOB (Baht)')"
AU,AUSTRALIA,0,0,12000,1513740
BD,BANGLADESH,8538,1393643,59288,6358787
BE,BELGIUM,288000,30123111,756000,81825100
KH,CAMBODIA,0,0,80,33698
CN,CHINA,373150,16898446,850699,44116938
HK,HONG KONG,208,9588,5208,489379
IN,INDIA,834150,71726029,1508025,131512688
ID,INDONESIA,135175,11358736,454780,42557016
JP,JAPAN,19844,961827,133111,10597854
KR,"KOREA,REPUBLIC OF",500,2557,775,11584
LA,LAO PDR,127,22996,326,65949
MY,MALAYSIA,30020,3259265,90095,10446266
MU,MAURITIUS,0,0,48600,1403834
MM,MYANMAR,1256,125294,2536,231208
PH,PHILIPPINES,3700,412923,16930,1703325
SA,SAUDI ARABIA,72325,6618818,169125,14012879
SG,SINGAPORE,25,288,25,288
ZA,SOUTH AFRICA,87175,7666793,151100,12607648
LK,SRI LANKA,0,0,1467,32286
TW,"TAIWAN, PROVINCE OF CHINA",92000,8791745,179000,19635736
AE,UNITED ARAB EMIRATES,126450,9175673,180625,11875173
VN,VIETNAM,97025,7867728,166249,14250564
SUM,SUM,2169668,176415460,4786044,405281940
