"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Oct 2014', 'Quantity')","('Oct 2014', 'FOB (Baht)')","('Jan - Oct 2014', 'Quantity')","('Jan - Oct 2014', 'FOB (Baht)')"
DZ,ALGERIA,0,0,769800,45678931
AO,ANGOLA,171800,10268834,871600,48940035
AU,AUSTRALIA,811600,45283601,7016050,381007609
BD,BANGLADESH,364500,19812612,2176000,113284029
BE,BELGIUM,48000,2627047,2476525,129874656
BJ,BENIN,0,0,17600,939330
BR,BRAZIL,222600,12105907,4181450,208711765
BN,BRUNEI DARUSSALAM,2000,105840,8000,417069
BG,BULGARIA,0,0,34500,1770765
KH,CAMBODIA,315050,18209505,3278375,183586413
CM,CAMEROON,144000,7310878,180000,9090513
CA,CANADA,40000,2298052,40000,2298052
CV,CAPE VERDE,0,0,18000,890887
CN,CHINA,12621750,652304705,122836180,6301952380
CO,COLOMBIA,0,0,48000,2609607
CG,CONGO,36000,1808996,86000,4345907
CR,COSTA RICA,25000,1509871,25000,1509871
CI,COTE D IVOIRE,180000,8814534,3006000,147872388
DK,DENMARK,0,0,136000,6818913
DJ,DJIBOUTI,90000,4568578,378000,18948166
EC,ECUADOR,0,0,209800,11011197
EG,EGYPT,108000,5318966,108000,5318966
SV,EL SALVADOR,0,0,54000,2826428
FJ,FIJI,34400,2403670,241650,15192413
FI,FINLAND,0,0,796000,44563090
FR,FRANCE,40000,2566405,1460000,79283400
PF,FRENCH POLYNESIA,36000,2071127,184750,10588691
GA,GABON,0,0,27700,1616752
GM,GAMBIA,0,0,46000,2530640
DE,GERMANY,419200,24139972,2211200,130637872
GH,GHANA,774000,37818961,4344000,213558603
GR,GREECE,72000,4292576,695975,39843524
IN,INDIA,660300,34187524,6102625,317633689
ID,INDONESIA,4801205,250850050,46649005,2416820358
IL,ISRAEL,776200,42389769,8180899,444113560
IT,ITALY,4000,306676,4000,306676
JM,JAMAICA,26000,1473570,103500,5994838
JP,JAPAN,694525,36177445,9734799,511482280
KZ,KAZAKHSTAN,72000,3687124,198000,10129098
KE,KENYA,82400,4492916,599700,32581824
KR,"KOREA,REPUBLIC OF",14500,1675892,106625,12227413
LA,LAO PDR,15000,777752,272000,14235562
LV,LATVIA,0,0,142000,8515631
LB,LEBANON,0,0,105600,5775526
LR,LIBERIA,42600,2568969,153500,8335834
LY,LIBYAN ARAB JAMAHIRIYA,48000,3002944,538800,32563312
LT,LITHUANIA,0,0,105300,5608230
MG,MADAGASCAR,27000,1573556,156500,8928733
MY,MALAYSIA,751550,40269441,9459550,501764502
MV,MALDIVES,0,0,35200,1822024
ML,MALI,0,0,162000,9241761
MU,MAURITIUS,99000,5772771,783250,44725282
MZ,MOZAMBIQUE,368600,19781938,1247500,68135494
MM,MYANMAR,0,0,383075,21974783
NL,NETHERLANDS,0,0,221500,12822944
NC,NEW CALEDONIA,31500,1738421,257000,13815113
NZ,NEW ZEALAND,542600,31829797,2867375,163266618
NO,NORWAY,900,56337,900,56337
OM,OMAN,0,0,352000,18793157
PK,PAKISTAN,0,0,360000,18984258
PG,PAPUA NEW GUINEA,14000,931845,255800,15502015
PE,PERU,0,0,188875,9652382
PH,PHILIPPINES,1688000,89209725,6249675,328267165
PL,POLAND,210000,11705215,1663175,93908317
PT,PORTUGAL,24000,1334652,823500,41995256
RE,REUNION,54500,3281385,384000,22173290
RO,ROMANIA,24000,1352479,408000,22545625
RU,RUSSIAN FEDERATION,35000,1792352,4463800,233173618
SN,SENEGAL,135000,7037382,364400,19672121
SL,SIERRA LEONE,0,0,81000,4655358
SG,SINGAPORE,0,0,151825,8267516
SI,SLOVENIA,0,0,184500,9526181
SB,SOLOMON ISLANDS,0,0,2500,127380
ZA,SOUTH AFRICA,216000,10878459,1682670,88086284
ES,SPAIN,0,0,765750,39653441
LK,SRI LANKA,158400,8440702,880900,46753987
SD,SUDAN,27700,1648291,632875,35643256
SE,SWEDEN,0,0,648000,37166800
TW,"TAIWAN, PROVINCE OF CHINA",38075,2127533,273800,15401386
TZ,TANZANIA UNITED REPUBLIC OF,0,0,595600,31988037
TG,TOGO,0,0,2214000,109518177
TR,TÜRKIYE,120000,7246733,1517600,85326548
UA,UKRAINE,0,0,1223525,66004612
AE,UNITED ARAB EMIRATES,358000,18518703,4490300,230059173
GB,UNITED KINGDOM,35000,1924538,234375,13136449
US,UNITED STATES,36000,1933486,36000,1933486
UY,URUGUAY,17000,880131,182000,9820531
VN,VIETNAM,864550,47546146,10990210,580016591
SUM,SUM,29669005,1566043286,288833013,15078148681
