"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Aug 2022', 'Quantity')","('Aug 2022', 'FOB (Baht)')","('Jan - Aug 2022', 'Quantity')","('Jan - Aug 2022', 'FOB (Baht)')"
AU,AUSTRALIA,15000,374418,28022,1965147
BD,BANGLADESH,61500,6612582,326038,32908608
BE,BELGIUM,180000,19870524,1762800,190778958
KH,CAMBODIA,0,0,114401,18211334
CN,CHINA,258091,16459703,1742050,105299109
EG,EGYPT,0,0,24125,2386093
DE,GERMANY,0,0,68,8820
HK,HONG KONG,0,0,5217,506918
IN,INDIA,345100,39367254,3563500,336097249
ID,INDONESIA,284325,28712054,1625780,156004103
IT,ITALY,0,0,50,4631
JP,JAPAN,25220,3418986,328248,29106444
KR,"KOREA,REPUBLIC OF",49590,6699585,119315,12749646
LA,LAO PDR,597,92053,1516,337814
MY,MALAYSIA,24500,3309873,272943,33208418
MU,MAURITIUS,0,0,243000,7491890
MX,MEXICO,16000,1219383,16000,1219383
MM,MYANMAR,0,0,5146,441278
PK,PAKISTAN,0,0,1500,343665
PH,PHILIPPINES,25302,2879958,91532,9486398
SA,SAUDI ARABIA,96000,11403705,313925,30337428
SG,SINGAPORE,1000,110344,1025,110632
ZA,SOUTH AFRICA,63200,6685980,342800,31127218
LK,SRI LANKA,0,0,1467,32286
TW,"TAIWAN, PROVINCE OF CHINA",525,57360,327300,36602901
AE,UNITED ARAB EMIRATES,48500,5084880,475650,34113795
US,UNITED STATES,0,0,10000,752588
VN,VIETNAM,49718,5081543,406865,36365764
SUM,SUM,1544168,157440185,12150283,1107998518
