"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Jun 2016', 'Quantity')","('Jun 2016', 'FOB (Baht)')","('Jan - Jun 2016', 'Quantity')","('Jan - Jun 2016', 'FOB (Baht)')"
LA,LAO PDR,16,37895,16,37895
VN,VIETNAM,0,0,10500,668193
SUM,SUM,16,37895,10516,706088
