"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Jan 2014', 'Quantity')","('Jan 2014', 'FOB (Baht)')","('Jan - Jan 2014', 'Quantity')","('Jan - Jan 2014', 'FOB (Baht)')"
AU,AUSTRALIA,960000,51989272,960000,51989272
BD,BANGLADESH,1237590,65784772,1237590,65784772
BR,BRAZIL,488500,27020905,488500,27020905
KH,CAMBODIA,270000,14133285,270000,14133285
CN,CHINA,21942035,1132490682,21942035,1132490682
EG,EGYPT,68000,3588822,68000,3588822
ET,ETHIOPIA,32500,1258896,32500,1258896
FJ,FIJI,17500,898334,17500,898334
PF,FRENCH POLYNESIA,45000,2345905,45000,2345905
GA,GABON,16000,619764,16000,619764
DE,GERMANY,2000,41888,2000,41888
GH,GHANA,81750,3206631,81750,3206631
HK,HONG KONG,4058625,181560958,4058625,181560958
IN,INDIA,1908275,91831124,1908275,91831124
ID,INDONESIA,10059705,520412435,10059705,520412435
IL,ISRAEL,16500,911408,16500,911408
JP,JAPAN,2703065,144657714,2703065,144657714
KE,KENYA,32000,1186977,32000,1186977
KR,"KOREA,REPUBLIC OF",500,29067,500,29067
KW,KUWAIT,34000,1782238,34000,1782238
LA,LAO PDR,39000,2137235,39000,2137235
LR,LIBERIA,130000,4657917,130000,4657917
MY,MALAYSIA,1215400,63066199,1215400,63066199
MU,MAURITIUS,50000,2636816,50000,2636816
MX,MEXICO,1000,224019,1000,224019
MZ,MOZAMBIQUE,17000,915443,17000,915443
MM,MYANMAR,759050,38169911,759050,38169911
NZ,NEW ZEALAND,40000,2110831,40000,2110831
OM,OMAN,51000,2659649,51000,2659649
PK,PAKISTAN,136950,8802060,136950,8802060
PG,PAPUA NEW GUINEA,82500,4180988,82500,4180988
PH,PHILIPPINES,1383825,72590894,1383825,72590894
SG,SINGAPORE,68300,3539287,68300,3539287
ZA,SOUTH AFRICA,111075,7084128,111075,7084128
LK,SRI LANKA,44000,2420837,44000,2420837
TW,"TAIWAN, PROVINCE OF CHINA",49754,1405260,49754,1405260
AE,UNITED ARAB EMIRATES,96000,5193372,96000,5193372
VN,VIETNAM,2530600,131997590,2530600,131997590
SUM,SUM,50778999,2599543513,50778999,2599543513
