"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Apr 2018', 'Quantity')","('Apr 2018', 'FOB (Baht)')","('Jan - Apr 2018', 'Quantity')","('Jan - Apr 2018', 'FOB (Baht)')"
KH,CAMBODIA,14875,208250,30475,426650
CN,CHINA,25,4562,1683525,73224540
HK,HONG KONG,0,0,1,97
IN,INDIA,393,246482,1841,1181030
ID,INDONESIA,0,0,2000,91632
JP,JAPAN,0,0,100,4739
KR,"KOREA,REPUBLIC OF",0,0,1320,18004
MY,MALAYSIA,41407,1882184,161549,7763323
PH,PHILIPPINES,0,0,35045,1749460
LK,SRI LANKA,0,0,2000,81486
SUM,SUM,56700,2341478,1917856,84540961
