"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Oct 2012', 'Quantity')","('Oct 2012', 'FOB (Baht)')","('Jan - Oct 2012', 'Quantity')","('Jan - Oct 2012', 'FOB (Baht)')"
CN,CHINA,16000,1019192,118000,5835215
DE,GERMANY,0,0,5000,801754
HK,HONG KONG,0,0,81400,5388663
ID,INDONESIA,16000,1194316,113100,7168478
JP,JAPAN,0,0,18950,947576
KE,KENYA,0,0,32500,971307
KR,"KOREA,REPUBLIC OF",0,0,60,4251
MY,MALAYSIA,0,0,30000,2122800
RU,RUSSIAN FEDERATION,0,0,1500,72573
SUM,SUM,32000,2213508,400510,23312617
