"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Jul 2016', 'Quantity')","('Jul 2016', 'FOB (Baht)')","('Jan - Jul 2016', 'Quantity')","('Jan - Jul 2016', 'FOB (Baht)')"
BE,BELGIUM,0,0,8,725
KH,CAMBODIA,0,0,872,297000
CN,CHINA,0,0,64,5800
DE,GERMANY,0,0,2587,60992
HK,HONG KONG,164,15650,463,61163
IN,INDIA,96000,4016732,693300,30261084
ID,INDONESIA,0,0,50,3397
JP,JAPAN,0,0,538,61461
KE,KENYA,0,0,75000,4983740
LA,LAO PDR,100,11485,49756,3460660
MY,MALAYSIA,0,0,224,311059
NG,NIGERIA,15000,1022714,30000,2058190
NO,NORWAY,0,0,50,7585
PH,PHILIPPINES,0,0,25,1330
SG,SINGAPORE,3000,203050,24559,1675529
LK,SRI LANKA,4000,213148,10000,536390
CH,SWITZERLAND,0,0,3,0
TW,"TAIWAN, PROVINCE OF CHINA",0,0,49200,3689228
AE,UNITED ARAB EMIRATES,33,5057,66,10114
GB,UNITED KINGDOM,0,0,232,35399
SUM,SUM,118297,5487836,936997,47520846
