"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Jun 2017', 'Quantity')","('Jun 2017', 'FOB (Baht)')","('Jan - Jun 2017', 'Quantity')","('Jan - Jun 2017', 'FOB (Baht)')"
CN,CHINA,17300,653093,226325,9536742
HK,HONG KONG,0,0,152000,6221340
IN,INDIA,0,0,130000,6129254
ID,INDONESIA,78960,3661669,722566,34604625
JP,JAPAN,1000,72663,3300,337475
MX,MEXICO,15000,708805,45000,2152936
PH,PHILIPPINES,0,0,16000,1223199
VN,VIETNAM,60500,3008435,415000,19806092
SUM,SUM,172760,8104665,1710191,80011663
