"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Sept 2022', 'Quantity')","('Sept 2022', 'FOB (Baht)')","('Jan - Sept 2022', 'Quantity')","('Jan - Sept 2022', 'FOB (Baht)')"
AU,AUSTRALIA,0,0,750,146260
BD,BANGLADESH,0,0,15000,776956
KH,CAMBODIA,600,30400,1215,53400
CN,CHINA,1092991,5455101,11403710,84824787
DK,DENMARK,0,0,128,3158
DO,DOMINICAN REPUBLIC,0,0,69000,3399461
HK,HONG KONG,1300,16221,1300,16221
IN,INDIA,115500,4240913,922000,35991607
ID,INDONESIA,0,0,0,184
IT,ITALY,0,0,1355,2802
JP,JAPAN,0,0,500,22474
KR,"KOREA,REPUBLIC OF",190184,949206,509007,3259673
LA,LAO PDR,0,0,3350,436507
MY,MALAYSIA,27000,134757,27000,134757
MM,MYANMAR,0,0,204,309350
NC,NEW CALEDONIA,465,25600,465,25600
OM,OMAN,0,0,5,10000
RE,REUNION,0,0,80,5250
SC,SEYCHELLES,102,12420,173,26280
SG,SINGAPORE,0,0,2,3964
CH,SWITZERLAND,25,924,46,1701
VN,VIETNAM,50,3903,67954,3219936
SUM,SUM,1428217,10869445,13023244,132670328
