"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Dec 2017', 'Quantity')","('Dec 2017', 'FOB (Baht)')","('Jan - Dec 2017', 'Quantity')","('Jan - Dec 2017', 'FOB (Baht)')"
AU,AUSTRALIA,0,0,3,13645
CN,CHINA,0,0,19,656
DE,GERMANY,0,0,1,131
HK,HONG KONG,0,145,971,61192
ID,INDONESIA,41500,2089822,230900,12009281
JP,JAPAN,0,0,182,3665
KR,"KOREA,REPUBLIC OF",0,0,0,164
LA,LAO PDR,1000,44081,20921,1061196
MV,MALDIVES,507,35880,507,35880
MM,MYANMAR,0,0,13000,539500
NO,NORWAY,0,0,50,2500
PK,PAKISTAN,6400,343923,89500,4785627
PH,PHILIPPINES,0,0,19825,1147285
SG,SINGAPORE,0,0,154,17296
TW,"TAIWAN, PROVINCE OF CHINA",0,0,39000,2257202
US,UNITED STATES,166,128115,192,128977
VN,VIETNAM,0,0,531,41259
SUM,SUM,49573,2641966,415756,22105456
