"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Aug 2017', 'Quantity')","('Aug 2017', 'FOB (Baht)')","('Jan - Aug 2017', 'Quantity')","('Jan - Aug 2017', 'FOB (Baht)')"
CN,CHINA,3000,244557,37825,2146500
HK,HONG KONG,0,0,5025,309502
IN,INDIA,200,2782,200,2782
ID,INDONESIA,15075,1438022,139875,18796031
JP,JAPAN,3050,232674,5225,393311
LA,LAO PDR,14500,596500,130500,5746500
PH,PHILIPPINES,16000,946613,108000,6300896
ZA,SOUTH AFRICA,0,0,6050,430707
US,UNITED STATES,2000,114596,3175,211185
VN,VIETNAM,20000,1012977,315775,17732231
SUM,SUM,73825,4588721,751650,52069645
