"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Mar 2021', 'Quantity')","('Mar 2021', 'FOB (Baht)')","('Jan - Mar 2021', 'Quantity')","('Jan - Mar 2021', 'FOB (Baht)')"
CN,CHINA,200925,2269479,790443,8938408
DO,DOMINICAN REPUBLIC,0,0,24550,627416
DE,GERMANY,0,0,15,446
IN,INDIA,99000,2581508,247500,5807249
JP,JAPAN,4,635,4,635
LA,LAO PDR,223,74495,548,206917
MY,MALAYSIA,0,0,1000,120941
CH,SWITZERLAND,0,0,0,54
TW,"TAIWAN, PROVINCE OF CHINA",0,0,24000,271316
TZ,TANZANIA UNITED REPUBLIC OF,12000,659014,12000,659014
VN,VIETNAM,39815,983785,40315,1005663
SUM,SUM,351967,6568916,1140375,17638059
