"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Dec 2021', 'Quantity')","('Dec 2021', 'FOB (Baht)')","('Jan - Dec 2021', 'Quantity')","('Jan - Dec 2021', 'FOB (Baht)')"
AU,AUSTRALIA,0,0,60015,4895915
BD,BANGLADESH,0,0,1316000,111165533
BR,BRAZIL,75,10048,75,10048
CN,CHINA,6283000,704557391,96514667,7861009230
DE,GERMANY,0,0,75,6412
IN,INDIA,504000,63161686,14199400,1186880174
ID,INDONESIA,69000,7972350,981539,88518788
JP,JAPAN,600,44267,29800,3335794
KR,"KOREA,REPUBLIC OF",0,0,5425,617911
LA,LAO PDR,40,14829,1103,287385
MY,MALAYSIA,97875,12165650,1233221,111291556
PK,PAKISTAN,37000,5065183,260500,23165836
PH,PHILIPPINES,0,0,43945,4311215
SA,SAUDI ARABIA,0,0,24000,1645753
SG,SINGAPORE,0,0,27600,2228135
LK,SRI LANKA,0,0,51015,6389565
TW,"TAIWAN, PROVINCE OF CHINA",0,0,5000,383252
TR,TÜRKIYE,288000,37863940,400000,48502491
AE,UNITED ARAB EMIRATES,0,0,48000,4129739
US,UNITED STATES,19000,1482871,189000,15191522
VN,VIETNAM,49000,5380773,1366600,119924609
SUM,SUM,7347590,837718988,116756980,9593890863
