"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Dec 2014', 'Quantity')","('Dec 2014', 'FOB (Baht)')","('Jan - Dec 2014', 'Quantity')","('Jan - Dec 2014', 'FOB (Baht)')"
CN,CHINA,1200,104203,8875,490252
IN,INDIA,2000,153702,4050,311218
ID,INDONESIA,0,0,271666,20650069
JP,JAPAN,0,0,2056,275583
MY,MALAYSIA,0,0,185000,13235135
NL,NETHERLANDS,0,0,105,30770
ZA,SOUTH AFRICA,300,32531,25075,2044496
LK,SRI LANKA,0,0,0,4770
TW,"TAIWAN, PROVINCE OF CHINA",0,0,500,3225
VN,VIETNAM,0,0,3695,995441
SUM,SUM,3500,290436,501022,38040959
