"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Mar 2020', 'Quantity')","('Mar 2020', 'FOB (Baht)')","('Jan - Mar 2020', 'Quantity')","('Jan - Mar 2020', 'FOB (Baht)')"
CN,CHINA,600,31757,600,31757
HK,HONG KONG,3000,161500,7175,384624
ID,INDONESIA,14200,1805395,54700,6926253
KR,"KOREA,REPUBLIC OF",0,0,29500,3100529
LA,LAO PDR,14000,445500,27000,857500
MY,MALAYSIA,0,0,1000,113414
PK,PAKISTAN,53325,4095547,250075,18896790
PH,PHILIPPINES,25650,1308830,69450,3366104
US,UNITED STATES,0,0,9600,445195
VN,VIETNAM,72000,3715250,134000,6923907
SUM,SUM,182775,11563779,583100,41046073
