"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Sept 2022', 'Quantity')","('Sept 2022', 'FOB (Baht)')","('Jan - Sept 2022', 'Quantity')","('Jan - Sept 2022', 'FOB (Baht)')"
AU,AUSTRALIA,4500,450303,81480,8054596
CN,CHINA,28500,3974503,814775,26783094
HK,HONG KONG,0,0,1,41
IN,INDIA,0,0,27350,2100236
ID,INDONESIA,0,0,414,336717
LA,LAO PDR,1100,58000,6074,505762
MY,MALAYSIA,0,0,2000,163943
NZ,NEW ZEALAND,0,0,675,70644
PH,PHILIPPINES,0,0,350,39638
SG,SINGAPORE,0,0,7000,1065106
TW,"TAIWAN, PROVINCE OF CHINA",0,0,36000,1371202
VN,VIETNAM,0,0,6400,694694
SUM,SUM,34100,4482806,982519,41185673
