"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Jun 2021', 'Quantity')","('Jun 2021', 'FOB (Baht)')","('Jan - Jun 2021', 'Quantity')","('Jan - Jun 2021', 'FOB (Baht)')"
CN,CHINA,0,0,450,19621
ZA,SOUTH AFRICA,45000,3412012,105000,7677581
SUM,SUM,45000,3412012,105450,7697202
