"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Aug 2018', 'Quantity')","('Aug 2018', 'FOB (Baht)')","('Jan - Aug 2018', 'Quantity')","('Jan - Aug 2018', 'FOB (Baht)')"
CN,CHINA,0,0,81675,9116974
HK,HONG KONG,3050,188521,6200,376464
IN,INDIA,1500,76258,23500,2386325
ID,INDONESIA,26000,3814124,153450,21645885
JP,JAPAN,4000,336997,10922,922445
KR,"KOREA,REPUBLIC OF",24000,2427802,264400,25142639
LA,LAO PDR,14000,668500,122000,5722750
PK,PAKISTAN,1500,138162,9500,829950
PH,PHILIPPINES,19300,1209034,113300,6548749
ZA,SOUTH AFRICA,0,0,39200,2843772
TW,"TAIWAN, PROVINCE OF CHINA",0,0,12500,1453903
US,UNITED STATES,0,0,30500,1748181
VN,VIETNAM,104000,5793654,424000,22978386
SUM,SUM,197350,14653052,1291147,101716423
