"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Jun 2017', 'Quantity')","('Jun 2017', 'FOB (Baht)')","('Jan - Jun 2017', 'Quantity')","('Jan - Jun 2017', 'FOB (Baht)')"
AU,AUSTRALIA,885430,42375832,2814590,138015999
BD,BANGLADESH,445500,17632218,876150,37687692
BE,BELGIUM,237600,14287008,435600,26272918
BT,BHUTAN,82500,3682660,330000,15402598
CN,CHINA,26051940,1255026527,77212580,3706190971
DE,GERMANY,0,0,1435,101086
HK,HONG KONG,42300,3388605,246200,15371618
IN,INDIA,4329700,192063236,14725750,684555337
ID,INDONESIA,5204025,235130402,19214000,894673223
JP,JAPAN,9041550,417725012,23294250,1133028907
KR,"KOREA,REPUBLIC OF",1573165,93208541,4707890,287901822
MY,MALAYSIA,1752175,77560285,5324745,244104709
MM,MYANMAR,24750,910313,99000,4076836
NP,NEPAL,94110,4113402,138720,6498130
NZ,NEW ZEALAND,499230,23955497,1556630,76375961
PK,PAKISTAN,34750,1698611,391350,18937560
PH,PHILIPPINES,1477950,58046850,3436350,143351512
SG,SINGAPORE,180350,8265607,1001375,56425025
LK,SRI LANKA,148500,7041211,297500,14381547
TW,"TAIWAN, PROVINCE OF CHINA",1111875,52303770,3246040,160287791
US,UNITED STATES,53950,3186326,200650,11552218
VN,VIETNAM,1250700,74958896,3232450,210269889
SUM,SUM,54522050,2586560809,162783255,7885463349
