"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Feb 2020', 'Quantity')","('Feb 2020', 'FOB (Baht)')","('Jan - Feb 2020', 'Quantity')","('Jan - Feb 2020', 'FOB (Baht)')"
AU,AUSTRALIA,53,1658,53,1658
KH,CAMBODIA,14907,646500,34587,1465170
CN,CHINA,52000,1395254,52000,1395254
FJ,FIJI,74,310797,74,310797
IN,INDIA,96000,2815833,192000,6090712
ID,INDONESIA,0,0,1,2066
IT,ITALY,74,10114,74,10114
LA,LAO PDR,1011,41729,28664,1869334
MM,MYANMAR,0,0,144,21690
CH,SWITZERLAND,0,0,25,331
AE,UNITED ARAB EMIRATES,74,10114,74,10114
SUM,SUM,164193,5231999,307696,11177240
