"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('May 2018', 'Quantity')","('May 2018', 'FOB (Baht)')","('Jan - May 2018', 'Quantity')","('Jan - May 2018', 'FOB (Baht)')"
ID,INDONESIA,0,0,5001,437414
JP,JAPAN,0,0,2500,114579
MY,MALAYSIA,0,0,28002,1792282
MM,MYANMAR,0,0,3,16897
PH,PHILIPPINES,0,0,11,58541
ZA,SOUTH AFRICA,24000,1712501,44250,3125612
VN,VIETNAM,0,0,925,444623
SUM,SUM,24000,1712501,80692,5989948
