"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Dec 2012', 'Quantity')","('Dec 2012', 'FOB (Baht)')","('Jan - Dec 2012', 'Quantity')","('Jan - Dec 2012', 'FOB (Baht)')"
CN,CHINA,0,0,118000,5835215
DE,GERMANY,0,0,5000,801754
HK,HONG KONG,0,0,81400,5388663
ID,INDONESIA,0,0,129100,8357483
JP,JAPAN,0,0,27225,1216777
KE,KENYA,0,0,32500,971307
KR,"KOREA,REPUBLIC OF",0,0,60,4251
MY,MALAYSIA,0,0,30000,2122800
RU,RUSSIAN FEDERATION,0,0,1500,72573
US,UNITED STATES,400,19130,400,19130
SUM,SUM,400,19130,425185,24789953
