"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Jan 2018', 'Quantity')","('Jan 2018', 'FOB (Baht)')","('Jan - Jan 2018', 'Quantity')","('Jan - Jan 2018', 'FOB (Baht)')"
AO,ANGOLA,187000,7730100,187000,7730100
AR,ARGENTINA,222250,15102731,222250,15102731
AU,AUSTRALIA,1217108,51893838,1217108,51893838
AT,AUSTRIA,2000,103028,2000,103028
BD,BANGLADESH,1679191,70953089,1679191,70953089
BR,BRAZIL,101000,8158651,101000,8158651
KH,CAMBODIA,123000,5045961,123000,5045961
CL,CHILE,34000,1381528,34000,1381528
CN,CHINA,6302950,255735831,6302950,255735831
CG,CONGO,306000,12778597,306000,12778597
CI,COTE D IVOIRE,102000,4171239,102000,4171239
DJ,DJIBOUTI,576000,23329559,576000,23329559
EG,EGYPT,434000,18712504,434000,18712504
ET,ETHIOPIA,50,2174,50,2174
FJ,FIJI,102000,4290695,102000,4290695
GH,GHANA,68000,2763729,68000,2763729
GT,GUATEMALA,102000,4551900,102000,4551900
HK,HONG KONG,78000,3517133,78000,3517133
IN,INDIA,4334630,181027949,4334630,181027949
ID,INDONESIA,3875000,186596968,3875000,186596968
IQ,IRAQ,76500,2909317,76500,2909317
IL,ISRAEL,51000,2079614,51000,2079614
JP,JAPAN,4941303,209493881,4941303,209493881
KR,"KOREA,REPUBLIC OF",27250,1447539,27250,1447539
LA,LAO PDR,364,66297,364,66297
MG,MADAGASCAR,68000,2818913,68000,2818913
MY,MALAYSIA,1457759,67976416,1457759,67976416
MX,MEXICO,714000,28033255,714000,28033255
MM,MYANMAR,380500,15133052,380500,15133052
NL,NETHERLANDS,229500,10315443,229500,10315443
NZ,NEW ZEALAND,56250,2556042,56250,2556042
NG,NIGERIA,24000,1048392,24000,1048392
OM,OMAN,24000,1051614,24000,1051614
PK,PAKISTAN,1318275,68428776,1318275,68428776
PH,PHILIPPINES,1934975,82804112,1934975,82804112
PT,PORTUGAL,16500,694958,16500,694958
SN,SENEGAL,17000,677948,17000,677948
ZA,SOUTH AFRICA,376450,42579316,376450,42579316
LK,SRI LANKA,153561,6362322,153561,6362322
SY,SYRIAN ARAB REPUBLIC,51000,1805676,51000,1805676
TW,"TAIWAN, PROVINCE OF CHINA",104300,7105506,104300,7105506
TZ,TANZANIA UNITED REPUBLIC OF,136000,5601470,136000,5601470
TR,TÜRKIYE,198000,8382950,198000,8382950
AE,UNITED ARAB EMIRATES,76500,3504056,76500,3504056
US,UNITED STATES,29000,1230597,29000,1230597
VN,VIETNAM,1989450,86378994,1989450,86378994
SUM,SUM,34297616,1518333660,34297616,1518333660
