"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('May 2015', 'Quantity')","('May 2015', 'FOB (Baht)')","('Jan - May 2015', 'Quantity')","('Jan - May 2015', 'FOB (Baht)')"
AU,AUSTRALIA,0,0,30000,379432
KH,CAMBODIA,0,0,25000,1143667
HK,HONG KONG,0,0,1050,95313
ID,INDONESIA,5050,336942,25125,1994120
JP,JAPAN,1000,71377,1175,83246
PK,PAKISTAN,0,0,11750,1066471
PH,PHILIPPINES,5000,349699,69000,3949940
TW,"TAIWAN, PROVINCE OF CHINA",0,0,402,23113
SUM,SUM,11050,758018,163502,8735302
