"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Feb 2019', 'Quantity')","('Feb 2019', 'FOB (Baht)')","('Jan - Feb 2019', 'Quantity')","('Jan - Feb 2019', 'FOB (Baht)')"
AO,ANGOLA,49500,1807582,49500,1807582
AU,AUSTRALIA,731500,25450747,1155640,40952796
BD,BANGLADESH,249750,8799616,384250,13905671
KH,CAMBODIA,140000,4922089,251000,8948543
CA,CANADA,26000,902217,89000,3354447
CN,CHINA,6319630,216822917,9593494,330527143
CI,COTE D IVOIRE,0,0,34000,1211648
DJ,DJIBOUTI,17000,579311,17000,579311
FJ,FIJI,0,0,18000,665605
PF,FRENCH POLYNESIA,0,0,18000,665605
DE,GERMANY,36200,2078518,36200,2078518
HK,HONG KONG,108000,3617493,108473,3643726
IN,INDIA,1168500,40069238,2543000,89612348
ID,INDONESIA,1674900,60303174,3276625,121153958
JP,JAPAN,1227986,48962286,1681986,68128822
KR,"KOREA,REPUBLIC OF",391200,13699024,661150,24119454
LA,LAO PDR,276250,11078987,662089,27860514
MY,MALAYSIA,591780,23525165,1007250,40851087
MV,MALDIVES,0,0,34,13460
MM,MYANMAR,437770,14701348,669270,23005360
NZ,NEW ZEALAND,135000,4685837,171000,5906113
PG,PAPUA NEW GUINEA,18000,606305,18000,606305
PH,PHILIPPINES,235500,8591286,438500,15958002
PT,PORTUGAL,5,17782,5,17782
RE,REUNION,0,0,14000,591565
SA,SAUDI ARABIA,0,0,590,134779
SG,SINGAPORE,49500,1800750,49500,1800750
ZA,SOUTH AFRICA,0,0,70000,2813902
LK,SRI LANKA,34500,1261348,86250,3192604
TW,"TAIWAN, PROVINCE OF CHINA",934500,32080702,1465000,51571437
UA,UKRAINE,34500,1316116,86250,3328144
US,UNITED STATES,19250,670288,19250,670288
VN,VIETNAM,3291064,111669953,4372860,150905712
SUM,SUM,18197785,640020079,29047166,1040582981
