"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Apr 2018', 'Quantity')","('Apr 2018', 'FOB (Baht)')","('Jan - Apr 2018', 'Quantity')","('Jan - Apr 2018', 'FOB (Baht)')"
AO,ANGOLA,0,0,561000,24282607
AR,ARGENTINA,33600,2209630,35050,2330686
AU,AUSTRALIA,25325,1074642,32325,1366632
AT,AUSTRIA,0,0,4948,474030
BH,BAHRAIN,0,0,823,346163
BD,BANGLADESH,1075500,43340105,4561000,190052870
BE,BELGIUM,0,0,208000,19196421
BR,BRAZIL,36000,2406455,138000,7620216
KH,CAMBODIA,270100,10605689,1427200,57464192
CA,CANADA,0,0,300,12660
CN,CHINA,6586932,212232439,28892266,883209837
CO,COLOMBIA,16500,681689,42500,1786708
CD,"CONGO, THE DEMOCRATIC REPUBLIC OF THE",165000,6791363,165000,6791363
EC,ECUADOR,52000,2176207,52000,2176207
ET,ETHIOPIA,66000,2675695,66000,2675695
FJ,FIJI,32500,1150772,82000,2984230
PF,FRENCH POLYNESIA,0,0,30000,1271781
GA,GABON,0,0,48600,1198200
DE,GERMANY,1500,62816,2225,99274
GH,GHANA,0,0,48750,1415752
HT,HAITI,0,0,16500,665451
HK,HONG KONG,2279295,91130496,7122019,288949619
IN,INDIA,516985,17020934,2715760,89523077
ID,INDONESIA,9824575,392753093,38059875,1537834209
JP,JAPAN,1617388,67895807,5944359,249484918
KE,KENYA,0,0,257000,10912805
KR,"KOREA,REPUBLIC OF",82025,3346576,235225,6863229
LA,LAO PDR,56500,2019172,265600,9990851
MY,MALAYSIA,808724,36001991,4126379,169957204
MU,MAURITIUS,70500,2994905,213500,9170234
MX,MEXICO,24000,888976,304000,12034914
MZ,MOZAMBIQUE,130000,4890896,1237500,46352723
MM,MYANMAR,698000,27364903,3585750,141738454
NL,NETHERLANDS,0,0,7724,237760
NZ,NEW ZEALAND,15000,605293,97000,3563107
PK,PAKISTAN,35000,1482797,209100,10910181
PE,PERU,0,0,312000,12874758
PH,PHILIPPINES,518500,20976654,3613525,143076027
PT,PORTUGAL,0,0,50,2224
RU,RUSSIAN FEDERATION,0,0,125,5314
SG,SINGAPORE,34000,1437927,212575,8913093
ZA,SOUTH AFRICA,57900,3465899,189950,15367306
LK,SRI LANKA,61300,3561845,167340,10893183
CH,SWITZERLAND,0,0,7795,276053
SY,SYRIAN ARAB REPUBLIC,0,0,85000,3530875
TW,"TAIWAN, PROVINCE OF CHINA",18000,858609,56338,2450768
TR,TÜRKIYE,16100,712342,16100,712342
AE,UNITED ARAB EMIRATES,45000,1109457,111000,3969094
GB,UNITED KINGDOM,0,0,2,26386
US,UNITED STATES,133600,8055441,291664,22019333
VN,VIETNAM,9133450,346636755,31964145,1235845095
SUM,SUM,34536799,1320618270,137822887,5254906111
