"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Oct 2014', 'Quantity')","('Oct 2014', 'FOB (Baht)')","('Jan - Oct 2014', 'Quantity')","('Jan - Oct 2014', 'FOB (Baht)')"
AU,AUSTRALIA,15000,1571213,187000,20236189
BD,BANGLADESH,1750,186254,50675,4930148
BE,BELGIUM,0,0,107,3444
BR,BRAZIL,0,0,14225,1420686
CN,CHINA,188760,14152302,2100840,157830752
CI,COTE D IVOIRE,0,0,32500,975644
EG,EGYPT,100,6401,2900,534781
FR,FRANCE,0,0,75,2375
GH,GHANA,0,0,76000,2349395
GN,GUINEA,16000,635004,48500,1608544
GW,GUINEA-BISSAU,0,0,32500,973540
HK,HONG KONG,5000,378954,12575,1176642
IN,INDIA,622526,52656478,3992596,334696916
ID,INDONESIA,60725,6983939,313262,33216342
IT,ITALY,0,0,100,10000
JP,JAPAN,132118,3608571,950596,45995006
KE,KENYA,0,0,32500,1094085
KP,KOREA DPR,0,0,500,26098
KR,"KOREA,REPUBLIC OF",225,51922,83151,7466430
LA,LAO PDR,0,0,170,16335
LU,LUXEMBOURG,0,0,2302,99017
MY,MALAYSIA,71325,7147866,268690,25306153
MM,MYANMAR,0,0,63915,3353055
NZ,NEW ZEALAND,0,0,0,32
PK,PAKISTAN,0,0,2000,155560
PH,PHILIPPINES,0,64,45430,5075807
SN,SENEGAL,32000,1085653,32000,1085653
SG,SINGAPORE,24750,1434772,173637,9980134
ZA,SOUTH AFRICA,0,0,17000,545844
LK,SRI LANKA,0,0,6275,722045
TW,"TAIWAN, PROVINCE OF CHINA",53310,5743266,440568,47037695
AE,UNITED ARAB EMIRATES,31000,1291255,31000,1291255
GB,UNITED KINGDOM,0,0,8325,1788106
US,UNITED STATES,8000,763645,8000,763645
VN,VIETNAM,56746,5077402,95129,7423215
SUM,SUM,1319335,102774961,9125043,719190568
