"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Mar 2021', 'Quantity')","('Mar 2021', 'FOB (Baht)')","('Jan - Mar 2021', 'Quantity')","('Jan - Mar 2021', 'FOB (Baht)')"
AU,AUSTRALIA,3002,185861,3002,185861
BD,BANGLADESH,833000,31708945,1445000,55201198
BE,BELGIUM,0,0,11,298
BR,BRAZIL,824000,33772563,1028000,41851066
KH,CAMBODIA,212850,8114526,487300,18939949
CN,CHINA,1793731,49214572,4684376,116785600
CG,CONGO,714000,27058941,714000,27058941
CI,COTE D IVOIRE,51000,1968670,51000,1968670
CZ,CZECH REPUBLIC,0,0,50,6278
DJ,DJIBOUTI,222500,1651245,222500,1651245
EG,EGYPT,0,0,17000,484428
SV,EL SALVADOR,104000,3621369,104000,3621369
FJ,FIJI,16000,413220,16000,413220
PF,FRENCH POLYNESIA,30000,1166632,60000,2175143
GH,GHANA,136000,5032074,136000,5032074
GT,GUATEMALA,24750,1122320,154750,5345573
GN,GUINEA,0,0,306000,11108185
HK,HONG KONG,53000,1257207,149000,4621287
IN,INDIA,1748394,63029922,4807379,179032533
ID,INDONESIA,4699470,203614273,14140376,566108318
IL,ISRAEL,408000,16617118,612000,24628090
JP,JAPAN,428780,17351368,1298820,51001657
KR,"KOREA,REPUBLIC OF",860,32654,3035,82570
LA,LAO PDR,5500,286394,55500,2382356
MY,MALAYSIA,569779,25487982,1549324,65800681
MU,MAURITIUS,17000,681699,51000,2027620
MZ,MOZAMBIQUE,0,0,50,1907
MM,MYANMAR,45950,1216757,274250,9598775
NG,NIGERIA,204000,7946784,204000,7946784
PK,PAKISTAN,901090,33773373,970580,37303264
PE,PERU,0,0,52000,1689301
PH,PHILIPPINES,2386351,91554344,3367651,131976627
QA,QATAR,102000,4309533,235000,9425455
SG,SINGAPORE,58000,2542139,116000,4783842
SI,SLOVENIA,0,0,46200,1395526
ZA,SOUTH AFRICA,101750,6240091,121750,7461291
LK,SRI LANKA,167450,9655041,193225,12745633
TW,"TAIWAN, PROVINCE OF CHINA",18230,888068,20630,1086002
TR,TÜRKIYE,0,0,1800,260160
GB,UNITED KINGDOM,24980,964000,24980,964000
US,UNITED STATES,18900,2149858,133409,15357535
VN,VIETNAM,131050,6921481,927020,38139116
SUM,SUM,17055367,661551024,38783968,1467649428
