"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('May 2020', 'Quantity')","('May 2020', 'FOB (Baht)')","('Jan - May 2020', 'Quantity')","('Jan - May 2020', 'FOB (Baht)')"
CN,CHINA,110020,1595467,3562188,50512063
DE,GERMANY,3,3558,3,3558
ID,INDONESIA,0,0,50,1658
LA,LAO PDR,5000,145432,27005,806318
SG,SINGAPORE,80,2871,80,2871
ES,SPAIN,0,0,130,12407
VN,VIETNAM,250,11380,250,11380
SUM,SUM,115353,1758708,3589706,51350255
