"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Jun 2015', 'Quantity')","('Jun 2015', 'FOB (Baht)')","('Jan - Jun 2015', 'Quantity')","('Jan - Jun 2015', 'FOB (Baht)')"
IN,INDIA,0,0,2030,131107
ID,INDONESIA,0,0,200,54847
SUM,SUM,0,0,2230,185954
