"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Dec 2015', 'Quantity')","('Dec 2015', 'FOB (Baht)')","('Jan - Dec 2015', 'Quantity')","('Jan - Dec 2015', 'FOB (Baht)')"
AU,AUSTRALIA,0,0,30000,379432
KH,CAMBODIA,0,0,40000,1990853
CN,CHINA,16075,1190325,64600,4586808
DE,GERMANY,0,0,1100,48159
HK,HONG KONG,1000,65012,5200,355492
IN,INDIA,0,0,160,5659
ID,INDONESIA,0,0,91975,6838299
JP,JAPAN,0,0,1350,92903
KR,"KOREA,REPUBLIC OF",350,57760,350,57760
LA,LAO PDR,29000,1281500,84500,3821625
MY,MALAYSIA,300,9341,300,9341
PK,PAKISTAN,0,0,11750,1066471
PH,PHILIPPINES,12000,594470,114000,6411025
TW,"TAIWAN, PROVINCE OF CHINA",0,0,402,23113
VN,VIETNAM,36000,1750381,240000,12497194
SUM,SUM,94725,4948789,685687,38184134
