"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Apr 2012', 'Quantity')","('Apr 2012', 'FOB (Baht)')","('Jan - Apr 2012', 'Quantity')","('Jan - Apr 2012', 'FOB (Baht)')"
AU,AUSTRALIA,18000,1363184,18000,1363184
CN,CHINA,3400,230335,7760,651231
ET,ETHIOPIA,0,0,32000,884457
HK,HONG KONG,0,0,2060,124562
IN,INDIA,0,0,59900,3186211
ID,INDONESIA,60,12252,160,42864
JP,JAPAN,9,3335,20409,1692336
KR,"KOREA,REPUBLIC OF",460,49040,20260,1226914
MY,MALAYSIA,0,0,40,11520
NZ,NEW ZEALAND,0,0,750,93239
PH,PHILIPPINES,1100,87759,174350,7206518
TW,"TAIWAN, PROVINCE OF CHINA",0,0,24000,611609
US,UNITED STATES,0,0,0,31
VN,VIETNAM,500,33609,500,33609
SUM,SUM,23529,1779514,360189,17128285
