"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('May 2020', 'Quantity')","('May 2020', 'FOB (Baht)')","('Jan - May 2020', 'Quantity')","('Jan - May 2020', 'FOB (Baht)')"
CN,CHINA,29700,1803425,80700,5068045
IN,INDIA,2000,265925,123000,14306399
ID,INDONESIA,500,61872,268950,12931371
JP,JAPAN,0,0,3000,147096
MX,MEXICO,0,0,49500,2159696
TW,"TAIWAN, PROVINCE OF CHINA",0,0,49759,967407
VN,VIETNAM,10500,584038,48900,1839521
SUM,SUM,42700,2715260,623809,37419535
