"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Apr 2019', 'Quantity')","('Apr 2019', 'FOB (Baht)')","('Jan - Apr 2019', 'Quantity')","('Jan - Apr 2019', 'FOB (Baht)')"
AU,AUSTRALIA,0,0,41000,1732366
CN,CHINA,231860,5693400,582970,15839920
IN,INDIA,39000,4110926,82225,9743800
ID,INDONESIA,63100,3673233,329200,15947931
JP,JAPAN,15000,645862,30000,1322777
KR,"KOREA,REPUBLIC OF",0,0,4000,421653
MX,MEXICO,25500,1137653,76500,3455882
PK,PAKISTAN,0,0,2450,224322
TW,"TAIWAN, PROVINCE OF CHINA",0,0,175,26256
TG,TOGO,0,0,32500,784169
VN,VIETNAM,2000,102329,26427,1249934
SUM,SUM,376460,15363403,1207447,50749010
