"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Mar 2014', 'Quantity')","('Mar 2014', 'FOB (Baht)')","('Jan - Mar 2014', 'Quantity')","('Jan - Mar 2014', 'FOB (Baht)')"
AU,AUSTRALIA,21640,1722846,83880,8573072
BD,BANGLADESH,12000,1499213,12000,1499213
CN,CHINA,84400,5125131,338525,21842951
IN,INDIA,25500,5593353,196950,22576855
ID,INDONESIA,14300,1479622,65625,6237321
JP,JAPAN,0,0,160,22197
KR,"KOREA,REPUBLIC OF",0,0,129,13003
LA,LAO PDR,5000,274915,7000,380662
MY,MALAYSIA,12500,1135144,34525,2964679
MM,MYANMAR,300,94789,20400,690617
NZ,NEW ZEALAND,11000,1349217,11460,1411688
PH,PHILIPPINES,0,0,5700,562125
SG,SINGAPORE,300,49646,540,77440
LK,SRI LANKA,0,0,2750,203609
TW,"TAIWAN, PROVINCE OF CHINA",12625,293135,12625,293135
VN,VIETNAM,3325,552183,10025,1413168
SUM,SUM,202890,19169194,802294,68761735
