"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Aug 2013', 'Quantity')","('Aug 2013', 'FOB (Baht)')","('Jan - Aug 2013', 'Quantity')","('Jan - Aug 2013', 'FOB (Baht)')"
AR,ARGENTINA,88500,6210192,92400,6534881
AU,AUSTRALIA,0,0,490,192389
CN,CHINA,0,0,17000,652352
GH,GHANA,0,0,16250,463164
ID,INDONESIA,16025,1017109,278140,17241431
JP,JAPAN,1475,126684,9065,763407
KE,KENYA,0,0,16250,551753
KR,"KOREA,REPUBLIC OF",0,0,50,8378
MW,MALAWI,0,0,26000,701221
MY,MALAYSIA,200,38220,225,42143
PK,PAKISTAN,100,8088,600,45728
TW,"TAIWAN, PROVINCE OF CHINA",0,0,350,33820
VN,VIETNAM,107000,6588823,624640,36057064
SUM,SUM,213300,13989116,1081460,63287731
