"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Feb 2017', 'Quantity')","('Feb 2017', 'FOB (Baht)')","('Jan - Feb 2017', 'Quantity')","('Jan - Feb 2017', 'FOB (Baht)')"
AT,AUSTRIA,650,22782,650,22782
BD,BANGLADESH,6000,280635,6000,280635
BN,BRUNEI DARUSSALAM,0,0,10000,420604
ID,INDONESIA,435800,20083153,819800,38011896
JP,JAPAN,0,0,25,891
KR,"KOREA,REPUBLIC OF",0,0,17000,606005
MY,MALAYSIA,0,0,8000,527473
PK,PAKISTAN,1700,201953,22175,2015257
AE,UNITED ARAB EMIRATES,0,0,100,3941
VN,VIETNAM,3650,332290,3650,332290
SUM,SUM,447800,20920813,887400,42221774
