"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Feb 2014', 'Quantity')","('Feb 2014', 'FOB (Baht)')","('Jan - Feb 2014', 'Quantity')","('Jan - Feb 2014', 'FOB (Baht)')"
DZ,ALGERIA,55400,3224958,237900,13918757
AU,AUSTRALIA,510100,28195416,807100,44444039
BD,BANGLADESH,396000,19913612,522000,26054119
BE,BELGIUM,48000,2442795,297000,14492557
BJ,BENIN,0,0,17600,939330
BR,BRAZIL,833800,40444097,1208600,58563981
BN,BRUNEI DARUSSALAM,2000,104904,2000,104904
BG,BULGARIA,34500,1770765,34500,1770765
KH,CAMBODIA,343000,19102274,763000,41785809
CN,CHINA,13063060,679616360,27646435,1427768726
CI,COTE D IVOIRE,234000,11673742,936000,46443979
DK,DENMARK,0,0,51000,2623443
DJ,DJIBOUTI,0,0,72000,3555898
EC,ECUADOR,0,0,52500,2745362
FI,FINLAND,112000,6469517,340000,19299951
FR,FRANCE,192000,9724203,554000,29692013
PF,FRENCH POLYNESIA,31500,1732270,31500,1732270
GM,GAMBIA,14000,829270,14000,829270
DE,GERMANY,284000,16646216,419000,24459555
GH,GHANA,306000,15241044,810000,39944950
GR,GREECE,71975,3949323,143975,7866204
IN,INDIA,150550,7980438,419450,22675686
ID,INDONESIA,4698980,246102151,12960950,667561479
IL,ISRAEL,447400,27121574,862000,52012471
JP,JAPAN,1076925,57704895,1800925,96107274
KE,KENYA,115900,6350646,186900,10474887
KR,"KOREA,REPUBLIC OF",0,0,1000,53874
LA,LAO PDR,16000,847865,42000,2200049
LY,LIBYAN ARAB JAMAHIRIYA,56800,3439084,176800,10663556
LT,LITHUANIA,17500,935458,35100,1885671
MG,MADAGASCAR,17500,944952,31000,1718770
MY,MALAYSIA,827200,44379199,1463200,78323507
MV,MALDIVES,0,0,17600,908471
MU,MAURITIUS,65200,3477686,82300,4423321
MZ,MOZAMBIQUE,107500,6008759,179100,9546774
MM,MYANMAR,13475,838202,41875,2858373
NL,NETHERLANDS,0,0,65500,3766035
NC,NEW CALEDONIA,31500,1713185,49500,2631211
NZ,NEW ZEALAND,374500,22006855,668700,38232129
PK,PAKISTAN,35200,1771940,35200,1771940
PG,PAPUA NEW GUINEA,9000,469768,65800,4236775
PH,PHILIPPINES,219975,11758911,664725,35110926
PL,POLAND,353775,20298447,575650,32864065
PT,PORTUGAL,181500,9340666,385500,19712037
RE,REUNION,25500,1497835,79500,4576424
RU,RUSSIAN FEDERATION,122900,6791855,158100,8663425
SN,SENEGAL,27000,1528508,27000,1528508
SL,SIERRA LEONE,13500,779195,13500,779195
SG,SINGAPORE,0,0,17875,1005410
SI,SLOVENIA,48000,2849191,48000,2849191
ZA,SOUTH AFRICA,139500,7070744,193500,10100488
ES,SPAIN,48750,2546992,97500,5107119
LK,SRI LANKA,27000,1504022,184500,9659949
SD,SUDAN,208200,12000491,208200,12000491
SE,SWEDEN,0,0,96000,5279489
TW,"TAIWAN, PROVINCE OF CHINA",112375,6007527,112375,6007527
TZ,TANZANIA UNITED REPUBLIC OF,105600,5621560,105600,5621560
TG,TOGO,144000,7163966,378000,18684320
TR,TÜRKIYE,102300,5662494,288400,15623330
UA,UKRAINE,166000,9351080,471200,25613181
AE,UNITED ARAB EMIRATES,343900,18247620,685900,35132325
GB,UNITED KINGDOM,24375,1335243,24375,1335243
VN,VIETNAM,623100,32445154,1795050,92876971
SUM,SUM,27629715,1456974924,60755460,3171219309
