"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Aug 2021', 'Quantity')","('Aug 2021', 'FOB (Baht)')","('Jan - Aug 2021', 'Quantity')","('Jan - Aug 2021', 'FOB (Baht)')"
AO,ANGOLA,0,0,49500,2601630
AU,AUSTRALIA,520550,26294943,5102150,227884620
BD,BANGLADESH,99000,3986900,750075,32566361
BE,BELGIUM,19800,1397700,406800,17546425
BR,BRAZIL,0,0,250000,9941085
KH,CAMBODIA,0,0,24750,1211810
CN,CHINA,49645235,2695215647,279618315,13789989648
CO,COLOMBIA,100000,4297141,650000,26426521
DJ,DJIBOUTI,0,0,49500,1504905
EC,ECUADOR,0,0,375000,15172904
EG,EGYPT,0,0,25,2050
FJ,FIJI,16000,671916,65500,2860743
PF,FRENCH POLYNESIA,7500,314961,7500,314961
DE,GERMANY,20,1455,20,1455
GH,GHANA,0,0,145500,5174234
HK,HONG KONG,50600,2578995,239820,10464496
IN,INDIA,1710650,98142018,14592525,699799200
ID,INDONESIA,7761265,349142378,46794330,1999651057
IT,ITALY,0,0,100,2653
JP,JAPAN,4805950,241137318,46117660,2049840886
KZ,KAZAKHSTAN,24750,1015200,58750,2413019
KR,"KOREA,REPUBLIC OF",738700,53905614,4978150,310609904
MY,MALAYSIA,733800,36690752,7864630,351209253
MU,MAURITIUS,0,0,72500,2684056
MM,MYANMAR,340500,14103432,476500,19307363
NZ,NEW ZEALAND,359745,17013118,2535315,120615403
PK,PAKISTAN,25500,1220185,560150,24392467
PE,PERU,0,0,250000,9144671
PH,PHILIPPINES,1105000,45691134,7495075,307986543
PT,PORTUGAL,0,0,1284500,48045697
RE,REUNION,4000,175600,32250,1466016
RU,RUSSIAN FEDERATION,0,0,90000,3966915
SG,SINGAPORE,353800,25439488,3005050,172332427
ZA,SOUTH AFRICA,0,0,33000,1342034
ES,SPAIN,75,3514,132075,5097853
LK,SRI LANKA,49500,2188815,64250,2871754
CH,SWITZERLAND,0,0,225,15377
TW,"TAIWAN, PROVINCE OF CHINA",1230800,56054101,7566801,365748336
TR,TÜRKIYE,0,0,504500,19244460
UA,UKRAINE,0,0,40500,1885481
US,UNITED STATES,18750,1474015,400750,28395674
VN,VIETNAM,1086700,60742160,11213350,570779798
SUM,SUM,70808190,3738898500,443897391,21262512145
