"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Jun 2020', 'Quantity')","('Jun 2020', 'FOB (Baht)')","('Jan - Jun 2020', 'Quantity')","('Jan - Jun 2020', 'FOB (Baht)')"
CN,CHINA,0,0,1000,32380
JP,JAPAN,25,11167,25,11167
KR,"KOREA,REPUBLIC OF",0,0,25,1847
ZA,SOUTH AFRICA,15000,1081151,30000,2151914
SUM,SUM,15025,1092318,31050,2197308
