"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Apr 2015', 'Quantity')","('Apr 2015', 'FOB (Baht)')","('Jan - Apr 2015', 'Quantity')","('Jan - Apr 2015', 'FOB (Baht)')"
AU,AUSTRALIA,16000,878813,145500,7118839
BD,BANGLADESH,1037000,44527747,2703000,115886864
KH,CAMBODIA,0,0,2640,204201
CN,CHINA,5585000,280356148,19440400,937898161
IN,INDIA,946000,43262095,7536025,320343869
ID,INDONESIA,50975,2575989,426475,21817571
KE,KENYA,0,0,204000,9421590
KR,"KOREA,REPUBLIC OF",0,0,200,7776
LA,LAO PDR,16,40121,86,154342
MY,MALAYSIA,0,0,37000,1793629
PK,PAKISTAN,135000,5988133,679000,29599230
LK,SRI LANKA,68000,3553223,262936,13123793
TW,"TAIWAN, PROVINCE OF CHINA",0,0,24000,1035269
VN,VIETNAM,109000,5726762,652000,32385658
SUM,SUM,7946991,386909031,32113262,1490790792
