"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Nov 2013', 'Quantity')","('Nov 2013', 'FOB (Baht)')","('Jan - Nov 2013', 'Quantity')","('Jan - Nov 2013', 'FOB (Baht)')"
AU,AUSTRALIA,24600,3066987,135000,16788400
BD,BANGLADESH,24,14122,85024,2612733
CN,CHINA,154525,10383462,1253442,108313236
ET,ETHIOPIA,0,0,254000,7133537
GA,GABON,0,0,34000,959065
DE,GERMANY,0,0,0,1270
HK,HONG KONG,0,0,50,97608
IN,INDIA,50710,5207824,671860,69021888
ID,INDONESIA,15500,1488989,523925,46350404
JP,JAPAN,0,0,354,6375
KR,"KOREA,REPUBLIC OF",400,45746,440050,32604074
MY,MALAYSIA,20750,1760511,313140,27960575
MU,MAURITIUS,0,0,35000,966245
MM,MYANMAR,0,0,9000,430001
NZ,NEW ZEALAND,17600,1679403,104900,10963943
PK,PAKISTAN,3300,254755,9000,692653
PH,PHILIPPINES,13000,1442224,33230,3414534
SG,SINGAPORE,0,0,24908,2798823
LK,SRI LANKA,0,0,5500,381066
TW,"TAIWAN, PROVINCE OF CHINA",0,0,53250,4622391
AE,UNITED ARAB EMIRATES,0,0,180900,18182495
US,UNITED STATES,0,0,80000,6415801
VN,VIETNAM,7000,859566,149770,17225112
SUM,SUM,307409,26203589,4396303,377942229
