"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Dec 2018', 'Quantity')","('Dec 2018', 'FOB (Baht)')","('Jan - Dec 2018', 'Quantity')","('Jan - Dec 2018', 'FOB (Baht)')"
AU,AUSTRALIA,30000,711262,185200,6317969
AT,AUSTRIA,0,0,2250,92315
BD,BANGLADESH,0,0,31089,2004408
BE,BELGIUM,60480,5364195,1668480,170723959
KH,CAMBODIA,27270,4257691,113336,18021475
CN,CHINA,301750,14392265,2570355,124283891
CI,COTE D IVOIRE,0,0,16250,395016
EG,EGYPT,0,0,48625,3040187
FR,FRANCE,0,0,520,52000
GA,GABON,0,0,32000,751008
DE,GERMANY,0,0,1,31
GH,GHANA,0,0,97500,2534790
GN,GUINEA,54000,1359737,54000,1359737
HK,HONG KONG,0,0,100792,3306808
IN,INDIA,684400,54130675,7981935,599641575
ID,INDONESIA,219750,15073859,3380613,252080626
JP,JAPAN,285,11860,775271,52819882
KR,"KOREA,REPUBLIC OF",0,0,167017,13818288
LA,LAO PDR,70,4532,105540,4765132
MY,MALAYSIA,60523,4998865,473403,45480782
MV,MALDIVES,0,0,8,18357
MU,MAURITIUS,16200,418516,145900,3806750
MZ,MOZAMBIQUE,0,0,130000,3022209
MM,MYANMAR,0,0,32037,1155530
NP,NEPAL,0,0,52000,1786272
PK,PAKISTAN,0,0,40085,1911938
PH,PHILIPPINES,41000,3255659,397375,33591838
QA,QATAR,0,0,8960,1539444
SA,SAUDI ARABIA,0,0,48450,3742010
SG,SINGAPORE,0,0,523,118626
SK,SLOVAKIA,0,0,2,323
ZA,SOUTH AFRICA,17950,82179,107166,2092057
LK,SRI LANKA,0,0,122000,3296977
TW,"TAIWAN, PROVINCE OF CHINA",16000,1611507,499705,42793936
TG,TOGO,0,0,48500,1288096
AE,UNITED ARAB EMIRATES,0,0,105000,2576634
US,UNITED STATES,0,0,98173,6094032
VN,VIETNAM,84600,4829976,1098456,66706908
SUM,SUM,1614278,110502778,20738517,1477031816
