"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Jun 2016', 'Quantity')","('Jun 2016', 'FOB (Baht)')","('Jan - Jun 2016', 'Quantity')","('Jan - Jun 2016', 'FOB (Baht)')"
AU,AUSTRALIA,104040,8109553,741540,58568325
AT,AUSTRIA,0,0,100,107008
BD,BANGLADESH,0,0,108340,7355174
BE,BELGIUM,257400,16200366,495000,31744058
KH,CAMBODIA,10000,502692,10000,502692
CN,CHINA,8952790,540337915,58595324,3745141108
ET,ETHIOPIA,0,0,16000,470906
FJ,FIJI,0,0,30500,1393865
DE,GERMANY,0,0,180100,12544751
GH,GHANA,0,0,31000,775000
HK,HONG KONG,126917,4868106,587841,31565915
IN,INDIA,1335334,60852575,9260074,467040167
ID,INDONESIA,302600,17984244,2421795,167950239
JP,JAPAN,1912005,118097196,15443554,956707690
KR,"KOREA,REPUBLIC OF",710200,48854551,4612465,332658055
LA,LAO PDR,0,0,43925,1676759
MY,MALAYSIA,105460,7998910,837815,64604392
MU,MAURITIUS,0,0,34100,908613
MM,MYANMAR,151,18998,5036,597938
NP,NEPAL,0,0,19800,1317877
NL,NETHERLANDS,0,177,0,177
NZ,NEW ZEALAND,26875,1874585,131725,10504783
PK,PAKISTAN,0,0,240,71825
PG,PAPUA NEW GUINEA,0,0,50,7459
PH,PHILIPPINES,5000,466045,159500,10663174
SA,SAUDI ARABIA,19200,1778541,34200,3153917
SG,SINGAPORE,109766,7102402,1178166,82446200
ZA,SOUTH AFRICA,0,0,8600,1779677
ES,SPAIN,0,0,300,21352
LK,SRI LANKA,50,12765,96900,5388057
CH,SWITZERLAND,200,26662,200,26662
TW,"TAIWAN, PROVINCE OF CHINA",342225,20049128,2374946,150534685
TR,TÜRKIYE,11000,884064,11000,884064
US,UNITED STATES,1005,72783,121424,8310369
VN,VIETNAM,534137,40418259,3361342,253831905
SUM,SUM,14866355,896510517,100952902,6411254838
