"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Jan 2017', 'Quantity')","('Jan 2017', 'FOB (Baht)')","('Jan - Jan 2017', 'Quantity')","('Jan - Jan 2017', 'FOB (Baht)')"
AR,ARGENTINA,88000,6936784,88000,6936784
AU,AUSTRALIA,777690,33796147,777690,33796147
BD,BANGLADESH,1077250,47310386,1077250,47310386
BR,BRAZIL,48000,2121733,48000,2121733
KH,CAMBODIA,292500,11872510,292500,11872510
CN,CHINA,11920825,486989430,11920825,486989430
CO,COLOMBIA,17000,695480,17000,695480
DJ,DJIBOUTI,33000,1224889,33000,1224889
EG,EGYPT,80,2851,80,2851
ET,ETHIOPIA,100,4634,100,4634
HK,HONG KONG,1711050,70851333,1711050,70851333
IN,INDIA,773725,31265992,773725,31265992
ID,INDONESIA,11396420,465449615,11396420,465449615
JP,JAPAN,578750,26437336,578750,26437336
KE,KENYA,51000,2326032,51000,2326032
KR,"KOREA,REPUBLIC OF",16350,1654768,16350,1654768
LA,LAO PDR,65000,2767627,65000,2767627
MG,MADAGASCAR,297000,7892334,297000,7892334
MY,MALAYSIA,1118533,48672083,1118533,48672083
MU,MAURITIUS,115500,5091273,115500,5091273
MX,MEXICO,12000,445910,12000,445910
MZ,MOZAMBIQUE,65000,2153891,65000,2153891
MM,MYANMAR,87000,3505789,87000,3505789
NZ,NEW ZEALAND,46175,1695830,46175,1695830
OM,OMAN,51000,2090990,51000,2090990
PK,PAKISTAN,135600,7301560,135600,7301560
PH,PHILIPPINES,2279975,94121445,2279975,94121445
SG,SINGAPORE,59500,2487007,59500,2487007
ZA,SOUTH AFRICA,149300,10792337,149300,10792337
LK,SRI LANKA,150900,9118996,150900,9118996
TW,"TAIWAN, PROVINCE OF CHINA",47835,3338791,47835,3338791
TZ,TANZANIA UNITED REPUBLIC OF,24000,1054918,24000,1054918
AE,UNITED ARAB EMIRATES,115500,5234820,115500,5234820
US,UNITED STATES,70150,2943939,70150,2943939
VN,VIETNAM,2064100,87586278,2064100,87586278
SUM,SUM,35735808,1487235738,35735808,1487235738
