"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Jun 2019', 'Quantity')","('Jun 2019', 'FOB (Baht)')","('Jan - Jun 2019', 'Quantity')","('Jan - Jun 2019', 'FOB (Baht)')"
AU,AUSTRALIA,606670,24782976,5013400,209994460
BD,BANGLADESH,19800,1195308,1678725,62325333
BE,BELGIUM,0,0,2268000,125742660
BT,BHUTAN,0,0,321750,11442059
CN,CHINA,25033735,1087830315,162915819,7452902772
EC,ECUADOR,0,0,24750,1042102
FJ,FIJI,0,0,10000,391353
DE,GERMANY,20,1220,20,1220
HK,HONG KONG,8800,620064,143650,9624390
IN,INDIA,841150,47019204,7993950,370052793
ID,INDONESIA,4623395,187068722,30200730,1197143654
JP,JAPAN,5489320,226328378,43828065,1859945644
KR,"KOREA,REPUBLIC OF",411000,23700382,3541095,191440151
MY,MALAYSIA,732127,29995208,6185082,257715992
MU,MAURITIUS,0,0,32500,1213653
MM,MYANMAR,45000,2968288,78000,3922144
NP,NEPAL,0,0,78100,3457732
NL,NETHERLANDS,300,17513,300,17513
NZ,NEW ZEALAND,474710,19647993,2313345,95774029
PK,PAKISTAN,0,0,524050,21880195
PG,PAPUA NEW GUINEA,0,0,16000,569181
PH,PHILIPPINES,973350,35465914,6690500,241761832
PT,PORTUGAL,0,0,50000,1778688
RE,REUNION,0,0,2000,74172
RU,RUSSIAN FEDERATION,128000,4709251,413000,15210149
SG,SINGAPORE,173525,11099811,903400,56853544
ZA,SOUTH AFRICA,0,0,45500,1806442
ES,SPAIN,0,0,1375,45323
LK,SRI LANKA,22000,850405,538500,20991288
CH,SWITZERLAND,0,0,80,4593
TW,"TAIWAN, PROVINCE OF CHINA",464950,20706770,4478332,194283762
UA,UKRAINE,2000,72713,2000,72713
US,UNITED STATES,58000,4462610,395275,32840969
VN,VIETNAM,473750,28215767,3618285,199264821
SUM,SUM,40581602,1756758812,284305578,12641587326
