"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Mar 2015', 'Quantity')","('Mar 2015', 'CIF (Baht)')","('Jan - Mar 2015', 'Quantity')","('Jan - Mar 2015', 'CIF (Baht)')"
CN,CHINA,33000,3332083,193825,16716189
FI,FINLAND,1250,141169,3750,423933
JP,JAPAN,272000,15225549,332690,20614393
KR,"KOREA,REPUBLIC OF",196400,12039500,402400,25450284
MY,MALAYSIA,60000,3448620,100000,5886456
SA,SAUDI ARABIA,49500,2052856,49500,2052856
SE,SWEDEN,28050,1859383,124150,9508311
TW,"TAIWAN, PROVINCE OF CHINA",0,0,11550,1136448
AE,UNITED ARAB EMIRATES,113100,5173109,237900,11895756
GB,UNITED KINGDOM,11000,1098255,11000,1098255
US,UNITED STATES,100912,6769064,230520,16080902
VN,VIETNAM,44750,2998925,172500,11980394
SUM,SUM,909962,54138513,1869785,122844177
