"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('May 2013', 'Quantity')","('May 2013', 'CIF (Baht)')","('Jan - May 2013', 'Quantity')","('Jan - May 2013', 'CIF (Baht)')"
BE,BELGIUM,19000,1895344,38000,3862528
CN,CHINA,0,0,10,2310
JP,JAPAN,153600,12044988,686360,60538462
KR,"KOREA,REPUBLIC OF",65000,3042091,149000,6898961
MY,MALAYSIA,0,0,12500,600125
NL,NETHERLANDS,0,0,19000,1874600
QA,QATAR,33000,1411978,66000,2814945
SG,SINGAPORE,0,0,5000,316605
TW,"TAIWAN, PROVINCE OF CHINA",450,16082,286081,13231134
TH,THAILAND,0,0,950,51581
SUM,SUM,271050,18410483,1262901,90191251
